epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,3494.25,3.65382,2.22063,1.27314,0.01961,0.01955,0.01528,0.00678,4.02919,2.43576,1.29113,0.0003236,0.0003236,0.0003236
129,3521.53,3.71093,2.23188,1.27941,0.02047,0.02022,0.01573,0.0069,3.99329,2.43148,1.31935,0.0003104,0.0003104,0.0003104
130,3549.52,3.71774,2.23553,1.27586,0.02092,0.0202,0.016,0.00738,3.98252,2.42052,1.33672,0.0002972,0.0002972,0.0002972
131,3577.19,3.69142,2.22995,1.27602,0.02121,0.02095,0.01622,0.0074,3.98725,2.41654,1.3206,0.000284,0.000284,0.000284
132,3604.9,3.68211,2.2132,1.27108,0.02001,0.01947,0.01546,0.00706,4.00626,2.43536,1.30737,0.0002708,0.0002708,0.0002708
133,3633.27,3.66986,2.19576,1.26576,0.02157,0.02088,0.01633,0.00718,4.00534,2.41963,1.3086,0.0002576,0.0002576,0.0002576
134,3659.08,3.62983,2.21486,1.27118,0.0216,0.02129,0.01638,0.00778,3.97744,2.41818,1.35449,0.0002444,0.0002444,0.0002444
135,3686.68,3.72383,2.2352,1.2725,0.0198,0.0193,0.0153,0.00726,3.99546,2.42483,1.33542,0.0002312,0.0002312,0.0002312
136,3713.98,3.68547,2.20184,1.27128,0.02099,0.02045,0.01602,0.00737,3.98189,2.41611,1.33665,0.000218,0.000218,0.000218
137,3740.86,3.66817,2.2256,1.27601,0.02161,0.02082,0.01636,0.00724,4.00064,2.41793,1.3165,0.0002048,0.0002048,0.0002048
138,3767.98,3.75331,2.25374,1.27604,0.02053,0.01985,0.01573,0.00708,3.99669,2.42321,1.3236,0.0001916,0.0001916,0.0001916
139,3794.67,3.70934,2.2429,1.27723,0.02118,0.02069,0.01611,0.00731,4.0122,2.43388,1.31686,0.0001784,0.0001784,0.0001784
140,3821.49,3.65636,2.2097,1.26549,0.02165,0.02077,0.01638,0.00783,4.00047,2.41954,1.31701,0.0001652,0.0001652,0.0001652
141,3848.23,3.69113,2.28695,1.28908,0.02156,0.02157,0.01647,0.0071,3.98653,2.4218,1.33441,0.000152,0.000152,0.000152
142,3873.01,3.6886,2.27758,1.29021,0.02217,0.02223,0.01678,0.00765,3.97554,2.41649,1.33896,0.0001388,0.0001388,0.0001388
143,3897.16,3.67572,2.27109,1.28794,0.02209,0.0221,0.01672,0.00796,3.97709,2.41696,1.34088,0.0001256,0.0001256,0.0001256
144,3921.35,3.70042,2.27533,1.2948,0.02154,0.0215,0.0164,0.00759,3.99728,2.4158,1.32123,0.0001124,0.0001124,0.0001124
145,3945.65,3.68721,2.26003,1.28753,0.02086,0.0208,0.016,0.00751,3.99703,2.4175,1.3172,9.92e-05,9.92e-05,9.92e-05
146,3968.97,3.69869,2.26898,1.28896,0.02085,0.02086,0.01601,0.00749,3.9929,2.41903,1.3213,8.6e-05,8.6e-05,8.6e-05
147,3993.57,3.68438,2.25655,1.28638,0.02114,0.02112,0.01618,0.00782,3.98708,2.41647,1.32323,7.28e-05,7.28e-05,7.28e-05
148,4017.6,3.67429,2.24462,1.27767,0.02172,0.0217,0.01652,0.00795,3.98513,2.4149,1.3256,5.96e-05,5.96e-05,5.96e-05
149,4041.87,3.68728,2.25591,1.28191,0.02149,0.0214,0.01639,0.00755,3.98864,2.41452,1.3243,4.64e-05,4.64e-05,4.64e-05
150,4066.34,3.67768,2.25556,1.28344,0.02155,0.02144,0.01642,0.00752,3.99374,2.41595,1.32115,3.32e-05,3.32e-05,3.32e-05
